id_dato_jugador_partido,id_jugador,id_partido,titular,amarilla,roja,lesion,cambio,asistencias,goles,sustituido_por
0,204,7,1,0,0,0,-1,0,0,-1
1,214,7,1,1,0,0,-1,0,0,-1
2,210,7,1,0,0,0,-1,0,0,-1
3,212,7,1,1,0,0,-1,0,0,-1
4,215,7,1,0,0,0,-1,0,0,-1
5,218,7,1,0,1,0,-1,0,0,-1
6,506,7,1,1,0,0,69,0,0,221
7,217,7,1,1,0,0,86,0,1,213
8,224,7,1,0,0,0,77,0,0,512
9,225,7,1,0,0,0,86,0,0,511
10,229,7,1,1,0,0,-1,0,0,-1
11,507,7,0,0,0,0,-1,0,0,-1
12,213,7,0,0,0,0,86,0,0,-1
13,211,7,0,0,0,0,-1,0,0,-1
14,508,7,0,0,0,0,-1,0,0,-1
15,221,7,0,0,0,0,69,0,0,-1
16,220,7,0,0,0,0,-1,0,0,-1
17,509,7,0,0,0,0,-1,0,0,-1
18,510,7,0,0,0,0,-1,0,0,-1
19,511,7,0,1,0,0,86,0,0,-1
20,512,7,0,0,0,0,77,0,0,-1
21,513,7,0,0,0,0,-1,0,0,-1
22,227,7,0,0,0,0,80,0,0,-1
23,347,7,1,0,0,0,-1,0,0,-1
24,359,7,1,0,0,0,46,0,0,369
25,352,7,1,2,1,0,-1,0,0,-1
26,358,7,1,1,0,0,-1,0,0,-1
27,350,7,1,0,0,0,-1,0,0,-1
28,351,7,1,0,0,0,80,0,0,518
29,364,7,1,0,0,0,-1,0,0,-1
30,363,7,1,0,0,0,-1,0,0,-1
31,360,7,1,0,0,0,46,0,0,371
32,370,7,1,0,0,0,67,0,0,517
33,368,7,1,0,0,0,68,0,0,514
34,349,7,0,0,0,0,-1,0,0,-1
35,348,7,0,0,0,0,-1,0,0,-1
36,514,7,0,0,0,0,68,0,0,-1
37,357,7,0,0,0,0,-1,0,0,-1
38,515,7,0,0,0,0,-1,0,0,-1
39,516,7,0,0,0,0,-1,0,0,-1
40,517,7,0,0,0,0,67,0,0,-1
41,371,7,0,0,0,0,46,0,0,-1
42,369,7,0,0,0,0,46,0,0,-1
43,518,7,0,0,0,0,80,0,0,-1
44,482,0,1,0,0,0,-1,0,0,-1
45,483,0,1,0,0,0,-1,0,0,-1
46,485,0,1,0,0,0,-1,0,0,-1
47,489,0,1,0,0,0,-1,0,0,-1
48,486,0,1,0,0,0,-1,0,0,-1
49,495,0,1,0,0,0,58,0,0,500
50,496,0,1,0,0,0,82,0,0,497
51,494,0,1,1,0,0,58,0,0,493
52,498,0,1,0,0,0,68,0,0,521
53,503,0,1,0,0,0,68,0,0,499
54,502,0,1,0,0,0,-1,0,1,-1
55,481,0,0,0,0,0,-1,0,0,-1
56,519,0,0,0,0,0,-1,0,0,-1
57,520,0,0,0,0,0,-1,0,0,-1
58,484,0,0,0,0,0,-1,0,0,-1
59,490,0,0,0,0,0,-1,0,0,-1
60,497,0,0,0,0,0,82,0,0,-1
61,521,0,0,0,0,0,68,0,0,-1
62,493,0,0,0,0,0,58,0,0,-1
63,522,0,0,0,0,0,-1,0,0,-1
64,523,0,0,0,0,0,-1,0,0,-1
