id_dato_jugador_partido,id_jugador,id_partido,titular,amarilla,roja,lesion,cambio,asistencias,goles,sustituido_por
0,1,0,1,0,0,0,-1,0,0,-1
1,6,0,1,1,0,0,-1,0,0,-1
2,12,0,1,0,0,0,-1,0,0,-1
3,8,0,1,0,0,0,-1,0,0,-1
4,15,0,1,0,0,0,-1,0,0,-1
5,24,0,1,0,0,0,-1,0,0,-1
6,13,0,1,0,0,0,-1,0,0,-1
7,25,0,1,1,0,0,85,0,0,553
8,29,0,1,0,0,0,-1,0,0,-1
9,31,0,1,1,0,0,-1,0,2,-1
10,32,0,1,0,0,0,87,1,0,4
11,3,0,0,0,0,0,-1,0,0,-1
12,10,0,0,0,0,0,-1,0,0,-1
13,9,0,0,0,0,0,-1,0,0,-1
14,4,0,0,0,0,0,87,0,0,-1
15,11,0,0,0,0,0,-1,0,0,-1
16,552,0,0,0,0,0,-1,0,0,-1
17,23,0,0,0,0,0,-1,0,0,-1
18,553,0,0,0,0,0,85,0,0,-1
19,30,0,0,0,0,0,-1,0,0,-1
20,273,0,1,0,0,0,-1,0,0,-1
21,285,0,1,0,0,0,-1,0,0,-1
22,278,0,1,0,0,0,-1,0,0,-1
23,279,0,1,0,0,0,-1,0,0,-1
24,281,0,1,1,0,0,-1,0,0,-1
25,294,0,1,1,0,0,-1,0,0,-1
26,291,0,1,1,0,0,-1,0,1,-1
27,554,0,1,0,0,0,78,1,0,292
28,301,0,1,0,0,0,-1,0,0,-1
29,306,0,1,0,0,0,63,1,0,295
30,296,0,1,0,0,0,68,0,1,557
31,274,0,0,0,0,0,-1,0,0,-1
32,277,0,0,0,0,0,-1,0,0,-1
33,555,0,0,0,0,0,-1,0,0,-1
34,556,0,0,0,0,0,-1,0,0,-1
35,292,0,0,0,0,0,78,0,0,-1
36,305,0,0,0,0,0,-1,0,0,-1
37,304,0,0,0,0,0,-1,0,0,-1
38,295,0,0,0,0,0,63,0,0,-1
39,557,0,0,0,0,0,68,0,0,-1
40,36,1,1,0,0,0,-1,0,0,-1
41,43,1,1,0,0,0,-1,0,0,-1
42,42,1,1,0,0,0,-1,0,0,-1
43,47,1,1,0,0,0,-1,0,0,-1
44,41,1,1,0,0,0,68,0,0,38
45,50,1,1,0,0,0,-1,2,0,-1
46,558,1,1,0,0,0,-1,0,0,-1
47,56,1,1,0,0,0,79,0,1,57
48,65,1,1,0,0,0,68,0,0,54
49,64,1,1,0,0,0,-1,1,1,-1
50,559,1,1,0,0,0,-1,1,2,-1
51,33,1,0,0,0,0,-1,0,0,-1
52,39,1,0,0,0,0,-1,0,0,-1
53,38,1,0,0,0,0,68,0,0,-1
54,45,1,0,0,0,0,-1,0,0,-1
55,57,1,0,0,0,0,79,0,0,-1
56,55,1,0,0,0,0,-1,0,0,-1
57,54,1,0,0,0,0,68,0,1,-1
58,59,1,0,0,0,0,-1,0,0,-1
59,560,1,0,0,0,0,-1,0,0,-1
60,427,1,1,0,0,0,-1,0,0,-1
61,434,1,1,0,0,0,-1,0,0,-1
62,561,1,1,0,0,0,-1,1,0,-1
63,430,1,1,0,0,0,-1,0,0,-1
64,447,1,1,0,0,0,-1,0,0,-1
65,442,1,1,0,0,0,-1,0,0,-1
66,441,1,1,0,0,0,-1,0,0,-1
67,562,1,1,0,0,0,77,0,0,437
68,454,1,1,0,0,0,83,0,0,444
69,449,1,1,0,0,0,60,0,0,446
70,450,1,1,0,0,0,-1,0,1,-1
71,424,1,0,0,0,0,-1,0,0,-1
72,433,1,0,0,0,0,-1,0,0,-1
73,437,1,0,0,0,0,77,0,0,-1
74,444,1,0,0,0,0,83,0,0,-1
75,563,1,0,0,0,0,-1,0,0,-1
76,564,1,0,0,0,0,-1,0,0,-1
77,446,1,0,0,0,0,60,0,0,-1
78,452,1,0,0,0,0,-1,0,0,-1
79,126,2,1,0,0,0,-1,0,0,-1
80,135,2,1,0,0,0,-1,0,0,-1
81,136,2,1,1,0,0,-1,1,0,-1
82,132,2,1,0,0,0,-1,0,0,-1
83,133,2,1,0,0,0,46,0,0,129
84,139,2,1,0,0,0,-1,0,0,-1
85,142,2,1,0,0,0,62,1,0,146
86,144,2,1,0,0,0,-1,0,1,-1
87,143,2,1,0,0,0,-1,0,0,-1
88,148,2,1,0,0,0,88,0,1,149
89,147,2,1,0,0,0,-1,1,1,-1
90,128,2,0,0,0,0,-1,0,0,-1
