id_dato_jugador_partido,id_jugador,id_partido,titular,amarilla,roja,lesion,cambio,asistencias,goles,sustituido_por
0,300,8,1,0,0,0,-1,0,0,-1
1,309,8,1,1,0,0,-1,0,0,-1
2,310,8,1,0,0,0,-1,0,0,-1
3,311,8,1,0,0,0,-1,0,0,-1
4,301,8,1,0,0,0,-1,1,0,-1
5,307,8,1,0,0,0,66,0,0,317
6,313,8,1,0,0,0,-1,0,0,-1
7,318,8,1,0,0,0,81,0,0,312
8,314,8,1,0,0,0,-1,0,0,-1
9,325,8,1,0,0,0,-1,0,0,-1
10,321,8,1,0,0,0,88,0,0,598
11,298,8,0,0,0,0,-1,0,0,-1
12,303,8,0,0,0,0,-1,0,0,-1
13,306,8,0,0,0,0,-1,0,0,-1
14,302,8,0,0,0,0,-1,0,0,-1
15,312,8,0,0,0,0,81,0,0,-1
16,317,8,0,0,0,0,66,0,0,-1
17,598,8,0,0,0,0,88,0,1,-1
18,32,8,1,0,0,0,-1,0,0,-1
19,35,8,1,0,0,0,-1,0,0,-1
20,38,8,1,1,0,0,-1,0,0,-1
21,39,8,1,0,0,0,-1,0,0,-1
22,42,8,1,0,0,0,-1,0,0,-1
23,48,8,1,0,0,0,-1,0,0,-1
24,599,8,1,0,0,0,46,0,0,49
25,52,8,1,0,0,0,76,0,0,601
26,54,8,1,0,0,0,-1,0,0,-1
27,59,8,1,0,0,1,37,0,0,600
28,61,8,1,0,0,0,-1,0,0,-1
29,31,8,0,0,0,0,-1,0,0,-1
30,44,8,0,0,0,0,-1,0,0,-1
31,41,8,0,0,0,0,-1,0,0,-1
32,600,8,0,0,0,0,37,0,0,-1
33,49,8,0,0,0,0,46,0,0,-1
34,53,8,0,0,0,0,-1,0,0,-1
35,601,8,0,0,0,0,76,0,0,-1
36,478,0,1,1,0,0,-1,0,0,-1
37,488,0,1,0,0,0,-1,0,0,-1
38,602,0,1,1,0,0,-1,0,0,-1
39,487,0,1,0,0,0,-1,0,0,-1
40,486,0,1,1,0,0,-1,0,0,-1
41,603,0,1,0,0,0,75,0,0,503
42,493,0,1,0,0,0,83,0,0,495
43,490,0,1,0,0,0,-1,0,0,-1
44,491,0,1,1,0,0,-1,0,0,-1
45,506,0,1,1,0,0,88,0,0,499
46,498,0,1,0,0,0,-1,0,0,-1
47,477,0,0,0,0,0,-1,0,0,-1
48,485,0,0,0,0,0,-1,0,0,-1
49,483,0,0,0,0,0,-1,0,0,-1
50,495,0,0,1,0,0,83,1,0,-1
51,503,0,0,0,0,0,75,0,0,-1
