id_dato_jugador_partido,id_jugador,id_partido,titular,amarilla,roja,lesion,cambio,asistencias,goles,sustituido_por
0,302,0,1,0,0,0,-1,0,0,-1
1,310,0,1,0,0,0,-1,0,0,-1
2,304,0,1,0,0,0,-1,1,0,-1
3,307,0,1,0,0,1,71,0,0,308
4,311,0,1,0,0,0,-1,0,0,-1
5,320,0,1,0,0,0,-1,0,0,-1
6,315,0,1,0,0,0,80,0,0,507
7,314,0,1,0,0,0,-1,0,1,-1
8,323,0,1,0,0,0,-1,0,1,-1
9,322,0,1,0,0,0,-1,0,0,-1
10,321,0,1,0,0,0,86,0,0,508
11,505,0,0,0,0,0,-1,0,0,-1
12,506,0,0,0,0,0,-1,0,0,-1
13,308,0,0,0,0,0,71,0,0,-1
14,309,0,0,0,0,0,-1,0,0,-1
15,507,0,0,0,0,0,80,0,0,-1
16,319,0,0,0,0,0,-1,0,0,-1
17,508,0,0,0,0,0,86,0,0,-1
18,509,0,0,0,0,0,-1,0,0,-1
19,325,0,0,0,0,0,-1,0,0,-1
20,100,0,1,0,0,0,-1,0,0,-1
21,510,0,1,0,0,0,-1,0,0,-1
22,101,0,1,0,0,0,-1,0,0,-1
23,104,0,1,0,0,0,-1,0,0,-1
24,511,0,1,0,0,0,81,0,0,105
25,109,0,1,0,0,0,-1,0,0,-1
26,108,0,1,0,0,0,-1,0,0,-1
27,112,0,1,0,0,0,-1,0,0,-1
28,117,0,1,0,0,0,71,0,0,516
29,118,0,1,0,0,0,-1,0,0,-1
30,512,0,1,0,0,0,59,0,0,115
31,513,0,0,0,0,0,-1,0,0,-1
32,514,0,0,0,0,0,-1,0,0,-1
33,106,0,0,0,0,0,-1,0,0,-1
34,105,0,0,0,0,0,81,0,0,-1
35,102,0,0,0,0,0,-1,0,0,-1
36,110,0,0,0,0,0,-1,0,0,-1
37,515,0,0,0,0,0,-1,0,0,-1
38,115,0,0,0,0,0,59,0,0,-1
39,516,0,0,0,0,0,71,0,0,-1
40,426,1,1,0,0,0,-1,0,0,-1
41,429,1,1,0,0,0,-1,0,0,-1
42,433,1,1,1,0,0,-1,0,1,-1
43,430,1,1,0,0,0,-1,0,0,-1
44,435,1,1,0,0,0,-1,0,0,-1
45,442,1,1,0,0,0,85,0,0,447
46,439,1,1,0,0,0,-1,1,0,-1
47,444,1,1,0,0,0,79,0,0,441
48,445,1,1,1,0,0,-1,0,0,-1
49,446,1,1,0,0,0,70,0,0,443
50,517,1,1,0,0,0,-1,0,0,-1
51,427,1,0,0,0,0,-1,0,0,-1
52,437,1,0,0,0,0,-1,0,0,-1
53,518,1,0,0,0,0,-1,0,0,-1
54,432,1,0,0,0,0,-1,0,0,-1
55,436,1,0,0,0,0,-1,0,0,-1
56,441,1,0,0,0,0,79,0,0,-1
57,519,1,0,0,0,0,-1,0,0,-1
58,447,1,0,0,0,0,85,0,0,-1
59,443,1,0,0,0,0,70,0,0,-1
60,199,1,1,0,0,0,-1,0,0,-1
61,203,1,1,0,0,0,-1,0,0,-1
62,205,1,1,0,0,0,-1,0,0,-1
63,200,1,1,0,0,0,-1,0,0,-1
64,214,1,1,0,0,0,-1,1,0,-1
65,215,1,1,0,0,0,72,0,0,211
66,216,1,1,0,0,0,-1,0,0,-1
67,210,1,1,0,0,0,46,0,0,207
68,221,1,1,0,0,0,-1,0,0,-1
69,219,1,1,0,0,0,76,0,0,208
70,220,1,1,1,0,0,-1,0,1,-1
71,198,1,0,0,0,0,-1,0,0,-1
72,520,1,0,0,0,0,-1,0,0,-1
73,213,1,0,0,0,0,-1,0,0,-1
74,208,1,0,0,0,0,76,0,1,-1
75,211,1,0,0,0,0,72,1,0,-1
76,521,1,0,0,0,0,-1,0,0,-1
77,207,1,0,0,0,0,46,0,0,-1
78,522,1,0,0,0,0,-1,0,0,-1
79,523,1,0,0,0,0,-1,0,0,-1
80,49,2,1,0,0,0,-1,0,0,-1
81,52,2,1,0,0,0,-1,0,0,-1
82,53,2,1,0,0,0,-1,0,0,-1
83,60,2,1,0,0,0,-1,0,1,-1
84,55,2,1,0,0,0,67,0,0,58
85,57,2,1,0,0,0,86,0,1,524
86,64,2,1,0,0,0,-1,1,0,-1
87,61,2,1,0,0,0,-1,0,0,-1
88,63,2,1,0,0,0,-1,0,0,-1
89,70,2,1,0,0,0,82,0,1,62
90,75,2,1,0,0,0,-1,0,0,-1
91,50,2,0,0,0,0,-1,0,0,-1
92,58,2,0,0,0,0,67,0,0,-1
93,524,2,0,0,0,0,86,0,0,-1
94,54,2,0,0,0,0,-1,0,0,-1
95,59,2,0,0,0,0,-1,0,0,-1
96,525,2,0,0,0,0,-1,0,0,-1
97,62,2,0,0,0,0,82,0,0,-1
98,72,2,0,0,0,0,-1,0,0,-1
99,526,2,0,0,0,0,-1,0,0,-1
100,277,2,1,0,0,0,-1,0,0,-1
101,283,2,1,0,0,0,-1,0,0,-1
102,287,2,1,0,0,0,-1,0,0,-1
103,282,2,1,0,0,0,-1,0,0,-1
104,281,2,1,0,0,0,57,0,0,278
105,289,2,1,0,0,0,-1,0,0,-1
106,291,2,1,0,0,0,-1,0,0,-1
107,292,2,1,0,0,0,77,0,0,530
108,297,2,1,0,0,0,-1,0,0,-1
109,296,2,1,0,0,0,57,0,0,295
110,300,2,1,0,0,0,-1,0,0,-1
111,275,2,0,0,0,0,-1,0,0,-1
112,527,2,0,0,0,0,-1,0,0,-1
