id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
0,0,8,0,5,4,1,2,0,0,9,2,61,39,23,5
1,1,3,0,4,3,1,1,0,0,1,3,48,52,9,8
2,2,1,1,4,5,2,2,0,0,14,3,59,41,18,14
3,3,2,3,5,4,3,4,0,0,1,6,48,52,14,13
4,5,2,3,4,4,2,2,0,0,7,2,59,41,22,7
5,6,1,3,5,5,2,0,0,0,8,1,56,44,13,9
6,7,1,4,3,4,2,0,0,0,7,4,42,58,17,12
7,4,3,1,4,5,1,2,0,0,7,5,68,32,23,8
8,8,0,0,3,5,1,2,0,0,4,4,42,58,9,6
9,14,1,3,5,5,3,4,0,0,4,3,57,43,12,10
10,17,1,3,2,5,7,2,1,0,8,3,62,38,17,17
11,16,1,4,4,5,2,4,1,1,3,9,52,48,11,16
12,10,2,0,5,4,3,4,0,0,3,11,29,71,6,16
13,11,1,1,4,4,1,3,0,0,4,1,59,41,11,7
14,9,1,0,3,5,3,3,0,0,4,7,50,50,7,12
15,12,1,1,3,5,1,2,0,0,7,5,60,40,14,15
16,13,1,1,4,5,0,3,0,0,9,1,51,49,21,8
17,15,4,1,4,4,3,2,0,0,3,5,30,70,17,15
18,24,4,0,5,4,1,4,0,0,4,2,49,51,13,5
19,23,1,1,5,5,3,2,0,0,7,12,49,51,12,15
20,25,1,0,5,4,2,2,0,0,2,1,40,60,7,10
21,22,4,0,5,3,1,3,0,0,8,1,62,38,22,5
22,19,4,0,5,5,1,1,0,0,3,2,63,37,16,6
23,20,2,1,4,3,2,3,0,0,5,7,50,50,15,11
24,21,1,3,5,4,3,3,0,0,4,10,42,58,8,17
25,18,4,3,5,2,3,3,0,0,6,1,62,38,23,10
26,26,0,0,3,5,0,1,0,0,12,2,61,39,17,9
27,27,1,4,5,5,1,0,0,1,6,10,38,62,11,16
28,28,0,2,4,3,0,1,0,0,5,8,37,63,6,15
29,29,1,1,5,3,2,2,0,0,5,4,48,52,14,14
30,31,1,1,2,5,3,3,0,0,4,4,60,40,20,14
31,32,0,2,5,5,2,2,0,0,6,4,62,38,16,7
32,33,0,1,5,5,1,1,0,0,4,6,46,54,8,15
33,34,0,1,5,3,3,1,0,0,6,2,41,59,5,9
34,30,1,1,3,2,3,2,0,0,2,8,44,56,9,16
35,35,1,1,3,4,3,1,0,0,5,7,54,46,8,13
36,41,1,1,5,4,2,5,0,0,3,5,57,43,9,14
37,42,1,1,5,4,1,4,0,0,4,2,53,47,22,8
38,40,2,1,4,5,1,4,0,1,8,3,61,39,29,11
39,37,5,0,5,5,3,0,0,0,10,2,63,37,20,10
40,38,3,0,5,3,0,1,0,0,7,2,70,30,17,3
41,39,2,3,4,5,5,3,0,0,3,7,42,58,15,21
42,43,1,1,3,4,2,2,0,0,1,4,51,49,5,15
43,44,2,1,4,4,2,1,0,0,4,3,49,51,14,8
44,36,3,1,3,5,1,2,0,0,3,3,64,36,16,7
45,53,1,1,3,4,2,2,0,0,3,4,49,51,9,19
46,45,0,2,4,5,1,1,0,0,0,12,32,68,5,21
47,46,3,1,3,5,5,1,0,0,4,1,50,50,14,8
48,47,1,0,5,4,2,4,0,0,2,4,51,49,5,15
49,49,1,2,4,4,1,2,0,0,5,1,37,63,9,7
50,48,1,1,3,4,1,3,0,0,5,3,66,34,15,9
51,50,2,4,4,4,2,2,0,0,4,6,41,59,8,18
52,51,1,1,4,4,3,1,0,0,8,6,50,50,18,11
53,52,1,3,5,4,1,2,1,0,3,6,59,41,10,10
54,61,1,1,3,4,2,2,0,0,1,3,62,38,18,9
55,58,3,0,5,5,2,3,0,0,3,4,56,44,15,8
56,60,5,0,5,5,0,1,0,0,5,1,49,51,9,5
57,59,2,2,4,4,2,4,0,0,10,8,45,55,16,16
58,57,2,2,5,4,1,1,0,0,4,9,37,63,14,22
59,54,0,3,5,5,3,0,0,0,2,6,46,54,10,12
60,56,2,3,3,3,2,2,0,0,4,3,50,50,13,16
61,55,4,3,2,5,4,2,0,0,6,2,60,40,15,15
62,62,2,1,4,4,1,3,0,0,3,7,49,51,14,17
63,71,0,2,4,4,0,1,0,0,6,4,43,57,13,19
64,63,1,2,4,5,0,1,0,0,0,10,37,63,1,10
65,64,1,1,4,3,1,3,0,0,7,3,68,32,15,9
66,65,1,1,3,4,1,4,0,1,2,1,54,46,15,10
67,66,1,1,2,4,3,2,0,0,5,6,42,58,8,10
68,70,3,3,3,5,3,2,0,0,3,4,44,56,13,21
69,69,2,5,5,5,1,1,0,0,4,3,44,56,9,15
70,67,1,2,5,5,1,2,0,0,5,4,50,50,10,10
71,68,1,3,3,4,0,1,0,0,9,4,67,33,19,22
72,80,5,3,4,5,2,3,0,1,0,5,59,41,13,5
73,78,1,3,4,5,0,0,0,0,4,3,47,53,14,13
74,79,3,3,3,2,2,3,0,0,4,5,44,56,15,12
75,77,2,1,5,4,2,2,0,0,6,7,55,45,15,13
76,74,4,1,5,3,2,4,0,0,5,4,55,45,19,13
77,75,1,2,3,3,1,2,0,0,6,2,66,34,13,8
