id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
0,0,1,0,2,3,2,1,0,0,7,3,29,71,4,8
1,1,0,3,3,3,2,2,0,0,2,3,45,55,5,13
2,2,4,3,3,3,1,0,0,0,9,0,49,51,22,5
3,5,0,2,3,3,2,2,0,0,8,6,58,42,15,15
4,3,0,1,3,3,1,0,0,0,5,3,49,51,10,15
5,4,0,3,3,2,1,1,0,0,2,5,36,64,6,13
6,6,1,3,3,3,1,0,0,0,4,3,52,48,13,10
7,7,0,2,2,3,2,1,0,0,12,5,54,46,7,11
8,16,1,3,3,3,2,1,0,0,9,3,76,24,18,14
9,10,2,1,3,3,0,1,0,0,7,5,63,37,5,14
10,14,4,3,2,3,1,2,0,0,5,3,50,50,10,13
11,13,5,2,3,3,1,0,0,1,11,1,71,29,17,6
12,18,2,5,3,3,4,3,0,0,3,2,53,47,14,8
13,15,4,2,3,2,1,2,0,0,15,4,67,33,14,16
14,17,0,3,3,3,3,0,0,1,7,1,47,53,6,11
15,12,0,2,3,3,0,0,1,0,1,11,39,61,5,13
16,11,1,0,1,3,3,1,0,1,10,4,72,28,18,4
17,19,1,3,3,1,0,3,0,0,4,6,34,66,10,14
18,28,3,3,3,3,1,3,0,0,3,9,24,76,8,23
19,20,2,3,2,3,4,2,0,0,7,0,52,48,15,5
20,21,0,1,0,2,1,0,0,0,8,2,52,48,8,4
21,22,1,2,3,3,3,1,0,0,7,6,42,58,8,10
22,29,4,0,3,3,0,1,0,0,1,3,37,63,16,10
23,27,1,1,3,3,1,4,0,0,10,4,65,35,23,6
24,26,0,1,3,3,2,1,0,0,5,7,35,65,14,17
25,25,2,5,2,3,1,3,0,0,3,3,71,29,17,7
26,24,3,1,3,3,2,2,0,0,7,3,66,34,21,4
27,23,0,3,3,3,6,3,0,0,5,3,64,36,16,12
28,33,4,2,3,3,0,1,0,0,3,10,43,57,11,9
29,37,3,1,3,2,2,3,0,0,3,4,49,51,9,6
30,32,4,0,2,2,2,0,0,0,7,5,71,29,17,4
31,34,1,1,3,3,2,1,0,0,7,10,52,48,12,24
32,38,2,0,2,3,2,1,0,0,5,1,61,39,13,5
33,36,1,6,3,3,2,1,1,0,2,4,37,63,5,21
34,35,0,3,3,2,2,2,0,0,5,4,69,31,3,11
