id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
306,306,1,6,5,5,2,0,0,0,5,6,40,60,8,23
307,307,1,0,4,5,2,4,0,1,3,3,46,54,13,8
308,308,3,1,5,4,2,3,0,0,5,4,49,51,18,7
309,310,3,1,2,5,1,4,0,1,5,1,56,44,18,2
310,311,2,2,5,4,2,2,0,0,2,5,59,41,13,10
311,312,1,2,4,4,2,3,0,0,3,5,61,39,16,13
312,313,0,4,5,5,0,0,0,0,5,8,50,50,10,19
313,309,3,1,5,5,0,1,0,1,9,1,73,27,30,6
314,314,1,1,5,5,2,1,0,0,1,9,61,39,11,27
315,318,1,3,3,4,1,3,0,0,9,2,42,58,16,16
316,323,2,2,5,5,4,2,0,0,2,5,55,45,5,14
317,322,2,2,4,2,4,2,0,0,2,7,35,65,14,14
318,321,1,1,4,5,3,1,0,0,4,5,43,57,11,11
319,320,3,2,5,4,1,1,0,0,8,2,55,45,24,11
320,316,1,2,5,5,1,6,0,0,7,3,60,40,23,6
321,317,2,2,4,5,1,4,1,0,2,7,52,48,9,12
322,315,2,0,3,5,2,1,0,0,8,4,66,34,24,7
323,319,0,0,4,5,1,0,0,0,4,4,48,52,10,10
324,327,1,0,3,5,1,2,0,1,5,5,59,41,11,18
325,329,0,0,4,5,1,3,0,0,12,4,70,30,16,9
326,332,0,1,4,5,4,2,0,0,3,1,59,41,18,9
327,331,1,2,5,5,2,2,0,0,3,3,54,46,6,14
328,325,0,3,5,5,1,4,0,0,3,1,54,46,14,10
329,326,2,1,5,4,2,1,0,0,1,13,33,67,9,16
330,324,2,3,5,5,4,1,0,0,3,5,48,52,5,14
331,330,0,7,5,5,1,0,0,0,5,5,39,61,13,22
332,328,1,1,5,5,0,1,0,0,5,9,60,40,10,6
333,335,1,0,5,4,2,2,0,0,2,5,49,51,28,15
334,340,1,6,5,5,1,0,0,0,8,2,56,44,12,12
335,339,0,1,4,4,1,0,0,0,6,10,41,59,12,24
336,338,1,0,5,5,1,1,0,0,4,6,51,49,24,11
337,337,0,3,5,5,1,6,0,2,3,4,59,41,17,7
338,334,2,0,4,5,3,3,0,0,8,4,43,57,16,9
339,333,1,1,3,4,4,2,0,0,14,1,63,37,35,5
340,341,3,4,5,5,1,3,0,0,5,7,55,45,10,12
341,336,0,0,5,4,2,2,0,1,6,8,60,40,6,13
342,342,1,0,4,5,3,4,0,0,5,8,50,50,16,7
343,348,0,2,4,5,2,2,0,0,7,3,51,49,19,17
344,350,1,1,5,4,4,2,1,0,5,7,48,52,13,13
345,347,2,4,5,5,2,1,0,0,5,4,48,52,9,18
346,343,2,3,5,5,2,2,0,0,8,4,48,52,15,5
347,344,1,1,5,4,1,2,0,0,5,7,33,67,10,21
348,346,4,0,5,5,1,1,0,0,4,3,44,56,14,4
349,345,0,1,3,5,1,4,1,0,4,8,56,44,13,12
350,349,0,2,5,4,2,1,0,0,5,1,46,54,8,16
351,359,0,1,5,3,4,5,0,0,3,7,60,40,11,14
352,351,2,2,5,5,2,5,0,0,3,0,63,37,18,8
353,352,3,0,5,4,2,1,0,0,5,8,46,54,14,4
354,355,4,1,5,5,3,2,0,1,7,5,63,37,21,10
355,356,0,1,3,4,2,4,0,0,10,5,61,39,11,6
356,357,2,2,5,5,3,1,0,0,3,5,46,54,17,11
357,358,3,1,4,5,2,3,0,0,3,8,48,52,20,9
358,353,0,0,5,3,1,1,0,0,7,6,42,58,13,14
359,354,0,1,5,4,4,1,1,0,7,8,53,47,7,12
360,363,1,1,5,5,3,5,0,0,4,3,56,44,12,4
361,361,3,0,5,4,2,2,0,0,8,3,47,53,21,13
362,365,1,3,4,4,2,0,0,0,7,4,56,44,15,13
363,366,1,0,5,4,3,2,0,0,11,2,60,40,19,3
364,367,1,1,4,4,2,3,0,0,9,6,54,46,19,19
365,360,1,0,4,4,3,1,0,0,2,8,32,68,9,21
366,362,2,0,5,5,0,0,0,0,4,1,50,50,16,5
367,364,1,1,5,5,0,1,0,0,4,8,39,61,7,18
368,368,0,0,3,4,1,2,0,0,5,3,52,48,10,14
369,369,4,0,5,5,0,0,0,0,6,2,60,40,20,10
370,377,5,1,5,5,0,1,0,0,4,5,46,54,14,13
371,374,3,2,4,5,3,5,0,0,8,5,55,45,20,15
372,373,2,0,4,5,3,4,1,0,4,7,50,50,14,14
373,370,4,0,5,4,0,2,0,0,7,2,68,32,17,2
374,371,2,1,5,5,2,4,0,0,5,5,51,49,13,17
375,372,3,2,5,4,4,3,0,0,7,11,46,54,20,21
376,375,1,1,5,5,2,1,0,0,2,6,46,54,13,16
377,376,2,3,5,2,2,6,0,1,8,4,52,48,16,11
378,381,1,2,4,4,3,3,0,0,3,3,48,52,16,8
379,383,3,0,4,5,2,1,0,0,9,4,46,54,11,11
380,384,1,1,2,3,5,3,0,0,11,5,52,48,18,12
381,380,1,1,5,3,1,1,0,0,4,2,38,62,9,12
382,379,4,0,5,5,1,1,0,0,3,3,57,43,13,2
383,378,2,2,4,5,3,6,0,1,7,4,45,55,13,9
384,382,5,2,5,5,2,3,0,1,7,4,61,39,13,5
385,385,0,1,4,5,3,3,1,0,2,5,51,49,9,7
386,386,2,2,3,5,2,1,0,0,4,2,44,56,11,10
387,394,0,3,4,5,2,2,0,0,4,5,48,52,14,18
388,388,3,2,5,4,2,3,0,0,8,4,59,41,14,16
389,391,5,1,5,5,0,4,0,1,7,1,48,52,20,5
390,392,2,2,5,2,3,3,0,0,7,6,55,45,16,10
391,393,4,1,5,5,0,3,0,0,3,3,49,51,16,14
392,395,0,2,4,5,1,2,0,0,3,3,63,37,14,11
393,387,5,0,5,5,0,2,0,0,5,5,62,38,18,6
394,389,2,0,4,5,1,2,0,0,5,8,31,69,14,13
395,390,3,2,4,4,2,4,0,0,5,3,60,40,14,7
396,399,5,0,5,5,1,5,0,1,5,4,56,44,15,6
397,397,2,2,5,4,3,1,0,0,3,3,55,45,13,9
398,398,2,0,5,4,2,2,0,1,6,2,60,40,25,10
399,400,0,2,5,5,3,2,0,0,7,5,34,66,7,23
400,401,1,3,3,3,3,2,0,0,3,2,58,42,8,16
401,403,3,3,3,4,7,1,1,0,3,6,39,61,11,19
402,396,5,0,5,5,1,0,0,0,9,2,58,42,19,10
403,402,2,1,5,5,1,3,0,0,3,7,49,51,9,8
404,404,2,1,5,4,5,1,0,0,5,6,55,45,11,9
405,413,1,0,4,5,2,3,0,0,4,5,53,47,15,9
406,405,6,2,5,5,1,1,0,0,8,5,64,36,25,13
407,406,2,0,5,5,3,2,0,0,3,3,46,54,10,4
408,409,1,2,3,4,5,5,0,0,4,3,55,45,20,8
409,410,4,0,5,5,1,1,0,0,7,2,52,48,22,10
410,411,2,1,4,4,1,2,0,0,10,3,57,43,31,12
411,412,0,2,4,5,3,2,0,0,4,8,45,55,12,19
412,407,2,1,5,4,3,2,0,0,6,5,55,45,14,7
413,408,1,1,4,5,1,2,0,1,5,4,40,60,11,9
414,419,3,1,3,4,2,1,0,0,3,5,53,47,11,13
415,420,1,2,4,5,0,1,0,0,3,6,47,53,9,12
416,422,2,1,4,3,3,2,0,0,3,3,45,55,11,19
417,421,2,3,5,4,0,0,0,0,2,7,34,66,7,14
418,418,1,3,5,5,4,2,0,0,6,3,41,59,11,17
419,417,0,3,5,5,1,1,0,0,9,4,55,45,16,10
420,414,3,0,5,5,1,1,0,0,2,5,61,39,6,7
421,416,2,0,5,5,0,1,0,0,5,3,55,45,13,6
422,415,5,0,5,5,1,4,0,0,1,5,57,43,11,6
423,423,6,1,5,5,0,0,0,0,8,4,62,38,21,4
424,428,2,0,4,4,4,2,0,0,6,9,41,59,15,20
425,429,2,1,5,2,1,3,0,0,6,3,48,52,13,8
426,430,2,1,4,3,3,2,0,0,8,5,58,42,16,11
427,424,3,1,5,5,1,4,0,0,7,2,57,43,18,4
428,425,2,2,5,5,1,4,0,0,6,3,56,44,18,7
429,426,1,2,4,5,1,2,0,0,6,1,59,41,17,10
430,427,4,2,5,4,0,3,0,0,4,5,48,52,15,12
431,431,1,0,4,5,3,1,0,0,1,6,48,52,13,11
