id_dato_jugador_partido,id_jugador,id_partido,titular,amarilla,roja,lesion,cambio,asistencias,goles,sustituido_por
16772,708,385,1,1,0,0,-1,0,0,-1
16773,711,385,1,1,0,0,-1,0,0,-1
16774,718,385,1,1,0,1,79,0,0,715
16775,714,385,1,0,0,0,-1,0,0,-1
16776,717,385,1,0,0,0,62,1,0,720
16777,723,385,1,0,0,0,-1,0,0,-1
16778,722,385,1,0,0,0,-1,0,0,-1
16779,719,385,1,0,0,0,81,0,1,730
16780,731,385,1,1,0,0,-1,0,0,-1
16781,729,385,1,0,0,0,56,0,0,716
16782,726,385,1,1,0,0,81,0,1,724
16783,642,385,0,0,0,0,-1,0,0,-1
16784,705,385,0,0,0,0,-1,0,0,-1
16785,715,385,0,0,0,0,79,0,0,-1
16786,713,385,0,0,0,0,-1,0,0,-1
16787,716,385,0,0,0,0,56,0,0,-1
16788,720,385,0,0,0,0,62,0,0,-1
16789,643,385,0,0,0,0,-1,0,0,-1
16790,644,385,0,0,0,0,-1,0,0,-1
16791,724,385,0,0,0,0,81,0,0,-1
16792,730,385,0,0,0,0,81,0,0,-1
16793,728,385,0,0,0,0,-1,0,0,-1
16794,725,385,0,0,0,0,-1,0,0,-1
16795,849,385,1,0,0,0,-1,0,0,-1
16796,857,385,1,0,0,0,-1,0,0,-1
16797,861,385,1,0,0,0,-1,0,0,-1
16798,860,385,1,0,0,0,-1,0,0,-1
16799,856,385,1,0,0,0,-1,0,0,-1
16800,645,385,1,0,0,1,80,0,0,865
16801,864,385,1,1,0,0,-1,0,0,-1
16802,876,385,1,1,0,0,80,1,0,648
16803,875,385,1,0,0,0,80,0,0,853
16804,879,385,1,0,0,0,63,0,0,874
16805,877,385,1,0,0,0,63,0,1,880
16806,850,385,0,0,0,0,-1,0,0,-1
16807,848,385,0,0,0,0,-1,0,0,-1
16808,646,385,0,0,0,0,-1,0,0,-1
16809,853,385,0,0,0,0,80,0,0,-1
16810,647,385,0,0,0,0,-1,0,0,-1
16811,855,385,0,0,0,0,-1,0,0,-1
16812,870,385,0,0,0,0,-1,0,0,-1
16813,866,385,0,0,0,0,-1,0,0,-1
16814,865,385,0,0,0,0,80,0,0,-1
16815,874,385,0,0,0,0,63,0,0,-1
16816,648,385,0,1,0,0,80,0,0,-1
16817,880,385,0,0,0,0,63,0,0,-1
16818,509,381,1,0,0,0,-1,0,0,-1
16819,513,381,1,0,0,0,-1,0,0,-1
16820,510,381,1,0,0,0,60,0,0,530
16821,514,381,1,0,0,0,82,0,0,650
16822,517,381,1,0,0,0,-1,0,0,-1
16823,527,381,1,2,1,0,-1,0,0,-1
16824,525,381,1,0,0,0,73,0,0,520
16825,521,381,1,0,0,0,60,0,0,519
16826,536,381,1,1,0,0,-1,0,0,-1
16827,537,381,1,0,0,0,-1,0,0,-1
16828,538,381,1,0,0,0,60,0,0,526
16829,507,381,0,0,0,0,-1,0,0,-1
16830,508,381,0,0,0,0,-1,0,0,-1
16831,511,381,0,0,0,0,-1,0,0,-1
16832,511,381,0,0,0,0,-1,0,0,-1
16833,526,381,0,0,0,0,60,0,0,-1
16834,649,381,0,0,0,0,-1,0,0,-1
16835,519,381,0,0,0,0,60,0,0,-1
16836,520,381,0,0,0,0,73,0,0,-1
16837,530,381,0,0,0,0,60,0,0,-1
16838,650,381,0,0,0,0,82,0,0,-1
16839,533,381,0,0,0,0,-1,0,0,-1
16840,651,381,0,0,0,0,-1,0,0,-1
16841,823,381,1,1,0,0,-1,0,0,-1
16842,824,381,1,1,0,0,-1,0,0,-1
16843,827,381,1,1,0,0,-1,0,0,-1
16844,828,381,1,0,0,0,-1,0,0,-1
16845,829,381,1,0,0,0,-1,0,0,-1
16846,838,381,1,1,0,0,-1,0,0,-1
16847,840,381,1,0,0,0,62,0,0,836
16848,835,381,1,1,0,1,84,0,0,834
16849,841,381,1,0,0,0,-1,0,0,-1
16850,843,381,1,0,0,1,79,0,0,846
16851,847,381,1,0,0,0,62,0,0,844
16852,822,381,0,0,0,0,-1,0,0,-1
16853,821,381,0,0,0,0,-1,0,0,-1
16854,831,381,0,0,0,0,-1,0,0,-1
16855,830,381,0,0,0,0,-1,0,0,-1
16856,837,381,0,0,0,0,-1,0,0,-1
16857,834,381,0,0,0,0,84,0,0,-1
16858,833,381,0,0,0,0,-1,0,0,-1
16859,836,381,0,0,0,0,62,0,0,-1
16860,652,381,0,0,0,0,-1,0,0,-1
16861,846,381,0,0,0,0,79,0,0,-1
16862,844,381,0,1,0,0,62,0,0,-1
16863,653,381,0,0,0,0,-1,0,0,-1
16864,881,383,1,1,0,0,-1,0,0,-1
16865,896,383,1,0,0,0,-1,0,0,-1
16866,891,383,1,1,0,0,-1,0,0,-1
16867,890,383,1,1,0,0,-1,1,0,-1
16868,888,383,1,1,0,0,-1,0,0,-1
16869,897,383,1,0,0,0,-1,0,0,-1
16870,901,383,1,0,0,0,85,0,0,898
16871,907,383,1,0,0,0,92,0,0,893
16872,904,383,1,0,0,0,46,1,0,902
16873,908,383,1,0,0,0,70,0,1,905
16874,911,383,1,1,0,0,-1,0,1,-1
16875,884,383,0,0,0,0,-1,0,0,-1
16876,892,383,0,0,0,0,-1,0,0,-1
16877,886,383,0,0,0,0,-1,0,0,-1
16878,893,383,0,0,0,0,92,0,0,-1
16879,902,383,0,0,0,0,46,0,0,-1
16880,903,383,0,0,0,0,-1,0,0,-1
16881,898,383,0,0,0,0,85,0,0,-1
16882,654,383,0,0,0,0,-1,0,0,-1
