id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
0,6,0,0,3,3,1,1,0,0,3,2,68,32,13,2
1,9,0,3,3,3,0,2,0,0,5,3,77,23,21,6
2,1,1,2,3,3,2,3,0,0,4,6,51,49,13,8
3,4,3,0,3,3,0,2,0,0,7,1,78,22,25,3
4,8,1,1,3,3,3,2,0,0,7,7,48,52,9,13
5,2,2,0,3,3,1,7,0,0,3,0,78,22,10,3
6,5,1,4,2,3,1,0,0,0,2,6,48,52,11,17
7,7,1,2,3,3,1,1,0,0,7,0,68,32,18,8
8,0,2,1,3,3,4,5,0,0,6,2,66,34,17,12
9,3,1,1,3,3,2,3,0,0,4,9,50,50,12,8
10,19,2,0,3,3,2,1,0,0,5,5,36,64,7,9
11,15,2,2,3,3,1,2,0,0,5,0,66,34,18,6
12,17,0,1,3,3,1,1,0,0,6,9,34,66,6,10
13,12,1,0,3,3,1,1,0,0,8,5,46,54,9,11
14,10,0,0,3,3,3,1,0,0,5,6,32,68,16,13
15,14,1,4,3,3,2,3,0,0,4,5,33,67,8,19
16,16,0,0,3,3,3,2,0,0,4,5,52,48,19,14
17,13,2,0,3,3,1,1,0,0,6,9,48,52,19,15
18,11,2,2,3,3,2,2,0,0,3,2,59,41,14,10
19,18,1,2,3,3,2,3,0,0,7,7,54,46,14,20
20,23,2,1,3,3,3,2,0,0,4,2,57,43,8,7
21,28,0,1,3,3,3,2,0,0,7,2,65,35,14,14
22,24,0,0,3,3,3,1,0,0,6,7,52,48,12,7
23,29,4,1,3,3,1,1,0,0,8,1,77,23,16,7
24,27,2,0,3,3,4,5,0,1,2,8,49,51,8,9
25,20,2,1,3,3,4,3,0,0,0,10,36,64,8,11
26,22,1,0,3,3,3,6,0,1,5,8,62,38,11,8
27,21,8,2,3,3,1,2,0,0,9,4,68,32,28,7
28,25,2,2,3,3,4,2,1,0,3,5,45,55,13,18
29,33,0,1,3,3,2,1,0,0,6,3,54,46,14,14
30,30,1,1,3,3,6,2,0,0,0,2,39,61,11,16
31,31,1,1,2,3,2,2,0,0,14,3,57,43,18,12
32,36,1,2,3,3,1,1,0,0,1,6,30,70,7,11
33,37,0,0,3,3,6,3,0,0,5,4,39,61,11,12
34,32,1,0,3,3,1,2,0,0,5,4,56,44,21,16
